Vendor,PurchaseOrder,Item,Description,Quantity,CancelQuantity,QuantityDemandedFinal,EnteredReceivedQuantity,EarlyDeliveryDate,ReceivedDate,DeliveryTime,RemainingQuantity,PercentOfQuantityReceived,ReturnQuantity,PercentOfQuantityReturned
1,2518,23-125,"Specialty Syringe 6g 2""",18.0,0.0,18.0,18,2018-09-07,2018-09-07,0,0.0,1.0,0.0,0.0
8,2531,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-26,2018-09-17,9,0.0,1.0,0.0,0.0
8,2532,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-21,2018-09-17,4,0.0,1.0,0.0,0.0
1,2528,100,GLOVES EXAM MED PF,11.0,0.0,11.0,11,2018-09-14,2018-09-17,-3,0.0,1.0,0.0,0.0
8,2534,10,SCREW BN CANC TI FT 6.5 X 30,5.0,0.0,5.0,1,2018-09-17,2018-09-17,0,-4.0,0.2,0.0,0.0
8,2534,10,SCREW BN CANC TI FT 6.5 X 30,5.0,0.0,5.0,1,2018-09-17,2018-09-17,0,-4.0,0.2,0.0,0.0
8,2534,10,SCREW BN CANC TI FT 6.5 X 30,5.0,0.0,5.0,1,2018-09-17,2018-09-17,0,-4.0,0.2,0.0,0.0
8,2534,10,SCREW BN CANC TI FT 6.5 X 30,5.0,0.0,5.0,1,2018-09-17,2018-09-17,0,-4.0,0.2,0.0,0.0
8,2535,10,SCREW BN CANC TI FT 6.5 X 30,10.0,0.0,10.0,1,2018-09-17,2018-09-17,0,-9.0,0.1,0.0,0.0
8,2535,10,SCREW BN CANC TI FT 6.5 X 30,10.0,0.0,10.0,1,2018-09-17,2018-09-17,0,-9.0,0.1,0.0,0.0
8,2524,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-18,2018-09-17,1,0.0,1.0,0.0,0.0
8,2535,10,SCREW BN CANC TI FT 6.5 X 30,10.0,0.0,10.0,1,2018-09-17,2018-09-17,0,-9.0,0.1,0.0,0.0
8,2264,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-06-04,2018-09-17,-105,0.0,1.0,0.0,0.0
8,2536,29,STEM HIP FITMORE  A SIZE 6,2.0,0.0,2.0,1,2018-09-19,2018-09-19,0,-1.0,0.5,0.0,0.0
8,2537,29,STEM HIP FITMORE  A SIZE 6,2.0,0.0,2.0,2,2018-09-19,2018-09-19,0,0.0,1.0,0.0,0.0
1,2529,100,GLOVES EXAM MED PF,12.0,0.0,12.0,12,2018-09-14,2018-09-19,-5,0.0,1.0,0.0,0.0
1,2539,100,GLOVES EXAM MED PF,14.0,0.0,14.0,1,2018-09-20,2018-09-20,0,-13.0,0.07142857142857142,0.0,0.0
1003,2540,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-09-24,2018-09-24,0,0.0,1.0,0.0,0.0
8,2545,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-24,2018-09-24,0,0.0,1.0,0.0,0.0
1003,2546,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-09-25,2018-09-25,0,0.0,1.0,0.0,0.0
1003,2547,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-09-25,2018-09-25,0,0.0,1.0,0.0,0.0
8,2548,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-10-02,2018-09-25,7,0.0,1.0,0.0,0.0
8,2549,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-28,2018-09-25,3,0.0,1.0,0.0,0.0
8,2552,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-29,2018-09-26,3,0.0,1.0,0.0,0.0
8,2554,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-26,2018-09-26,0,0.0,1.0,0.0,0.0
8,2554,100,GLOVES EXAM MED PF,2.0,0.0,2.0,2,2018-09-26,2018-09-26,0,0.0,1.0,0.0,0.0
8,2555,SP100-NC,hhhhh,1.0,0.0,1.0,1,2018-09-28,2018-09-26,2,0.0,1.0,0.0,0.0
8,2559,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-09-29,2018-09-27,2,0.0,1.0,0.0,0.0
8,2562,10,SCREW BN CANC TI FT 6.5 X 30,1.0,0.0,1.0,1,2018-10-02,2018-10-02,0,0.0,1.0,0.0,0.0
8,2563,10,SCREW BN CANC TI FT 6.5 X 30,1.0,0.0,1.0,1,2018-10-02,2018-10-02,0,0.0,1.0,0.0,0.0
1,2565,HR32432,Exam Tables,1.0,0.0,1.0,1,2018-10-03,2018-10-03,0,0.0,1.0,0.0,0.0
8,63,27,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,1,2017-05-18,2018-10-03,-503,0.0,1.0,0.0,0.0
8,63,27,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,5,2017-05-18,2018-10-03,-503,4.0,0.5555555555555556,0.0,0.0
8,63,28,STEM HIP FITMORE  A SIZE 5,5.0,0.0,5.0,5,2017-05-18,2018-10-03,-503,0.0,1.0,0.0,0.0
8,63,27,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,1,2017-05-18,2018-10-03,-503,0.0,1.0,0.0,0.0
8,2567,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-10-08,2018-10-03,5,0.0,1.0,0.0,0.0
5,2569,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-10-04,2018-10-04,0,0.0,1.0,0.0,0.0
8,2571,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-10-17,2018-10-04,13,0.0,1.0,0.0,0.0
1,2572,MICRONBULB,Microscope Bulbs,1.0,0.0,1.0,1,2018-10-04,2018-10-04,0,0.0,1.0,0.0,0.0
1,2566,HR32432,Exam Tables,1.0,0.0,1.0,1,2018-11-03,2018-10-08,26,0.0,1.0,0.0,0.0
8,68,39,ZIMM - Hip Replacement - Size 4,1.0,0.0,1.0,1,2017-05-24,2018-10-08,-502,0.0,1.0,1.0,1.0
1,2584,1021,GLOVES EXAM LG PF,5.0,0.0,5.0,3,2018-10-09,2018-10-09,0,-2.0,0.6,0.0,0.0
1,2584,1022,GLOVES EXAM LG PF,5.0,0.0,5.0,2,2018-10-09,2018-10-09,0,-3.0,0.4,0.0,0.0
1,2584,1021,GLOVES EXAM LG PF,5.0,0.0,5.0,2,2018-10-09,2018-10-09,0,-3.0,0.4,0.0,0.0
1,2584,1022,GLOVES EXAM LG PF,5.0,0.0,5.0,3,2018-10-09,2018-10-09,0,-2.0,0.6,0.0,0.0
3,2586,210-AOYM,XPS 15;XPS 15 (9570),1.0,0.0,1.0,1,2018-10-09,2018-10-09,0,0.0,1.0,0.0,0.0
5,2585,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2018-10-09,2018-10-09,0,0.0,1.0,0.0,0.0
1,2587,EX435,Exam Tables,5.0,0.0,5.0,5,2018-10-09,2018-10-09,0,0.0,1.0,0.0,0.0
1,2588,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-10-12,2018-10-12,0,0.0,1.0,0.0,0.0
1003,2589,70,24x24x2 Filter,2.0,0.0,2.0,2,2018-10-13,2018-10-13,0,0.0,1.0,0.0,0.0
1003,2590,70,24x24x2 Filter,2.0,0.0,2.0,2,2018-10-14,2018-10-14,0,0.0,1.0,0.0,0.0
8,2591,31,STEM HIP FITMORE  A SIZE 7,5.0,0.0,5.0,1,2018-10-15,2018-10-15,0,-4.0,0.2,0.0,0.0
8,2591,31,STEM HIP FITMORE  A SIZE 7,5.0,0.0,5.0,1,2018-10-15,2018-10-15,0,-4.0,0.2,0.0,0.0
8,2591,31,STEM HIP FITMORE  A SIZE 7,5.0,0.0,5.0,1,2018-10-15,2018-10-15,0,-4.0,0.2,0.0,0.0
8,2595,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-10-25,2018-10-16,9,0.0,1.0,0.0,0.0
1,2596,100,GLOVES EXAM MED PF,1.0,0.0,1.0,1,2018-10-18,2018-10-18,0,0.0,1.0,0.0,0.0
8,2597,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-10-23,2018-10-18,5,0.0,1.0,0.0,0.0
2,2598,TABLE,Office Table,1.0,0.0,1.0,1,2018-10-18,2018-10-18,0,0.0,1.0,0.0,0.0
2,2598,CHAIR,Office Chair,1.0,0.0,1.0,1,2018-10-18,2018-10-18,0,0.0,1.0,0.0,0.0
2,2598,FILING CABINET,File Cabinet,1.0,0.0,1.0,1,2018-10-18,2018-10-18,0,0.0,1.0,0.0,0.0
2,2599,TABLE,Office Table,1.0,0.0,1.0,1,2018-10-23,2018-10-18,5,0.0,1.0,0.0,0.0
2,2599,CHAIR,Office Chair,1.0,0.0,1.0,1,2018-10-23,2018-10-18,5,0.0,1.0,0.0,0.0
2,2599,FILING CABINET,File Cabinet,1.0,0.0,1.0,1,2018-10-23,2018-10-18,5,0.0,1.0,0.0,0.0
2,2600,TABLE,Office Table,1.0,0.0,1.0,1,2018-10-18,2018-10-18,0,0.0,1.0,0.0,0.0
2,2600,CHAIR,Office Chair,1.0,0.0,1.0,1,2018-10-18,2018-10-18,0,0.0,1.0,0.0,0.0
2,2600,FILING CABINET,File Cabinet,1.0,0.0,1.0,1,2018-10-18,2018-10-18,0,0.0,1.0,0.0,0.0
8,2601,10,SCREW BN CANC TI FT 6.5 X 30,3.0,0.0,3.0,3,2018-10-18,2018-10-18,0,0.0,1.0,0.0,0.0
8,2602,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-10-31,2018-10-18,13,0.0,1.0,0.0,0.0
1,2603,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-10-20,2018-10-19,1,0.0,1.0,0.0,0.0
2,2604,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Paper Size, 20",5.0,0.0,5.0,4,2018-10-23,2018-10-19,4,-1.0,0.8,0.0,0.0
2,2604,556077,"Cafejo PS-1024 14-Cup Universal Automatic Coffee Brewer, Bla",1.0,0.0,1.0,1,2018-10-19,2018-10-19,0,0.0,1.0,0.0,0.0
8,2606,29,STEM HIP FITMORE  A SIZE 6,3.0,0.0,3.0,1,2018-10-24,2018-10-24,0,-2.0,0.3333333333333333,0.0,0.0
8,2447,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-08-01,2018-10-24,-84,0.0,1.0,0.0,0.0
8,2607,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-10-24,2018-10-24,0,0.0,1.0,0.0,0.0
5,2608,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-10-26,2018-10-24,2,0.0,1.0,0.0,0.0
8,2610,1200,OSS CEMENTED IM STEM 12X150,2.0,0.0,2.0,2,2018-11-02,2018-10-30,3,0.0,1.0,0.0,0.0
1,2611,61,Lot@Receipt Item,2.0,0.0,2.0,2,2018-10-31,2018-10-30,1,0.0,1.0,0.0,0.0
1003,2612,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-11-05,2018-11-05,0,0.0,1.0,0.0,0.0
8,2613,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-11-16,2018-11-06,10,0.0,1.0,0.0,0.0
2,2614,16,XPS 15,1.0,0.0,1.0,1,2018-11-06,2018-11-06,0,0.0,1.0,0.0,0.0
8,2615,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-11-15,2018-11-06,9,0.0,1.0,0.0,0.0
8,2623,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-11-15,2018-11-08,7,0.0,1.0,0.0,0.0
8,2624,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-11-15,2018-11-12,3,0.0,1.0,0.0,0.0
8,2627,10,SCREW BN CANC TI FT 6.5 X 30,10.0,0.0,10.0,1,2018-11-19,2018-11-13,6,-9.0,0.1,0.0,0.0
1,2626,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-11-13,2018-11-14,-1,0.0,1.0,0.0,0.0
1,2628,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-11-13,2018-11-14,-1,0.0,1.0,0.0,0.0
1,2629,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-11-14,2018-11-14,0,0.0,1.0,0.0,0.0
8,2630,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-11-16,2018-11-14,2,0.0,1.0,0.0,0.0
8,2631,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-11-16,2018-11-14,2,0.0,1.0,0.0,0.0
8,2627,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-11-30,2018-11-16,14,0.0,1.0,0.0,0.0
1,2632,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-11-16,2018-11-16,0,0.0,1.0,0.0,0.0
8,2638,10,SCREW BN CANC TI FT 6.5 X 30,1.0,0.0,1.0,1,2018-11-27,2018-11-27,0,0.0,1.0,0.0,0.0
8,2639,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-11-27,2018-11-27,0,0.0,1.0,0.0,0.0
8,2641,10,SCREW BN CANC TI FT 6.5 X 30,10.0,0.0,10.0,1,2018-11-28,2018-11-28,0,-9.0,0.1,0.0,0.0
8,2642,10,SCREW BN CANC TI FT 6.5 X 30,1.0,0.0,1.0,1,2018-11-28,2018-11-28,0,0.0,1.0,0.0,0.0
8,2641,10,SCREW BN CANC TI FT 6.5 X 30,10.0,0.0,10.0,1,2018-11-28,2018-11-28,0,-9.0,0.1,0.0,0.0
1,2646,100,GLOVES EXAM MED PF,15.0,0.0,15.0,15,2018-11-28,2018-11-28,0,0.0,1.0,0.0,0.0
1,2648,100,GLOVES EXAM MED PF,9.0,0.0,9.0,9,2018-11-28,2018-11-28,0,0.0,1.0,0.0,0.0
8,2641,10,SCREW BN CANC TI FT 6.5 X 30,10.0,0.0,10.0,4,2018-11-28,2018-11-28,0,-6.0,0.4,2.0,0.5
1,2650,100,GLOVES EXAM MED PF,17.0,0.0,17.0,17,2020-02-28,2018-11-28,457,0.0,1.0,0.0,0.0
8,2652,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-11-30,2018-11-29,1,0.0,1.0,0.0,0.0
1,2654,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-11-30,2018-11-30,0,0.0,1.0,0.0,0.0
8,2655,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-12-01,2018-11-30,1,0.0,1.0,0.0,0.0
1,2656,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-11-30,2018-11-30,0,0.0,1.0,0.0,0.0
8,2657,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-12-01,2018-11-30,1,0.0,1.0,0.0,0.0
4,2658,MC70,handhelds,1.0,0.0,1.0,1,2018-12-01,2018-11-30,1,0.0,1.0,0.0,0.0
4,2658,MC70,handhelds,1.0,0.0,1.0,1,2018-12-01,2018-11-30,1,0.0,1.0,0.0,0.0
4,2658,38,STEM HIP FITMORE  A SIZE 4,1.0,0.0,1.0,1,2018-12-01,2018-11-30,1,0.0,1.0,0.0,0.0
4,2658,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-12-01,2018-11-30,1,0.0,1.0,0.0,0.0
1,2659,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-12-03,2018-12-03,0,0.0,1.0,1.0,0.2
1,2660,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-12-03,2018-12-03,0,0.0,1.0,0.0,0.0
1,2661,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-12-03,2018-12-03,0,0.0,1.0,0.0,0.0
1003,2662,70,24x24x2 Filter,1.0,0.0,1.0,1,2018-12-10,2018-12-10,0,0.0,1.0,0.0,0.0
1,2668,CNE0022BR,Heavy Duty Quad Cane,1.0,0.0,1.0,1,2018-12-26,2018-12-14,12,0.0,1.0,0.0,0.0
1,2668,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-12-26,2018-12-14,12,0.0,1.0,0.0,0.0
1,2670,3,"STERI-STRIP 1/4"" X 3"" WHITE",1.0,0.0,1.0,1,2019-02-06,2018-12-18,50,0.0,1.0,0.0,0.0
5,2651,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2018-11-29,2018-12-20,-21,0.0,1.0,0.0,0.0
5,2651,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2018-11-29,2018-12-20,-21,0.0,1.0,0.0,0.0
4,2671,MC70,Handhelds,1.0,0.0,1.0,1,2018-12-25,2018-12-20,5,0.0,1.0,0.0,0.0
4,2672,MC70,Handhelds,1.0,0.0,1.0,1,2018-12-25,2018-12-20,5,0.0,1.0,0.0,0.0
1,2674,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2018-12-31,2018-12-20,11,0.0,1.0,0.0,0.0
1,2673,29,STEM HIP FITMORE  A SIZE 6,4.0,0.0,4.0,1,2018-12-20,2018-12-20,0,-3.0,0.25,0.0,0.0
1,2675,18,"ANESTHESIA BREATHING CIRCUIT ADULT 16""-40""",1.0,0.0,1.0,0,2018-12-25,2018-12-20,5,-1.0,0.0,0.0,
4,2676,MC70,Handhelds,1.0,0.0,1.0,1,2018-12-25,2018-12-20,5,0.0,1.0,0.0,0.0
1,2678,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2018-12-21,2018-12-21,0,0.0,1.0,0.0,0.0
1,2680,29,STEM HIP FITMORE  A SIZE 6,2.0,0.0,2.0,1,2018-12-31,2018-12-21,10,-1.0,0.5,0.0,0.0
1,2677,18,"ANESTHESIA BREATHING CIRCUIT ADULT 16""-40""",2.0,0.0,2.0,2,2018-12-25,2018-12-21,4,0.0,1.0,0.0,0.0
5,2684,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2019-01-08,2019-01-08,0,0.0,1.0,0.0,0.0
1003,2685,70,24x24x2 Filter,1.0,0.0,1.0,1,2019-01-08,2019-01-08,0,0.0,1.0,0.0,0.0
1,2690,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-01-30,2019-01-10,20,0.0,1.0,0.0,0.0
1,2691,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-01-16,2019-01-11,5,0.0,1.0,0.0,0.0
1,2692,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2019-01-14,2019-01-14,0,0.0,1.0,0.0,0.0
1,2700,29,STEM HIP FITMORE  A SIZE 6,2.0,0.0,2.0,2,2019-01-30,2019-01-16,14,0.0,1.0,0.0,0.0
5,2706,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2019-01-23,2019-01-21,2,0.0,1.0,0.0,0.0
1,2707,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-04-18,2019-04-16,2,0.0,1.0,0.0,0.0
8,2708,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-04-19,2019-04-17,2,0.0,1.0,0.0,0.0
1003,2709,52,TAPE TRANSPORE SURG 2X10 YDS,2.0,0.0,2.0,2,2019-05-02,2019-05-02,0,0.0,1.0,0.0,0.0
8,2711,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-06-17,2019-06-17,0,0.0,1.0,0.0,0.0
1,2713,PG,Parking Garage,1.0,0.0,1.0,1,2019-01-02,2019-08-08,-218,0.0,1.0,0.0,0.0
8,2716,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-11-07,2019-11-06,1,0.0,1.0,0.0,0.0
3,2717,10001,USB Cable,1.0,0.0,1.0,1,2019-11-13,2019-11-08,5,0.0,1.0,0.0,0.0
1,2719,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2019-11-11,2019-11-11,0,0.0,1.0,0.0,0.0
1034,2718,10001,USB Cable,1.0,0.0,1.0,1,2019-11-11,2019-11-20,-9,0.0,1.0,0.0,0.0
8,2724,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-11-28,2019-11-21,7,0.0,1.0,0.0,0.0
1,2725,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2019-11-25,2019-11-25,0,0.0,1.0,0.0,0.0
8,2729,ZIM-900,SCREW BN CANC TI FT 6.5 X 25 modified,1.0,0.0,1.0,1,2019-11-26,2019-11-26,0,0.0,1.0,0.0,0.0
1,2731,21,URINE AND STOOL COLLECTION PAN,10.0,0.0,10.0,10,2019-11-26,2019-11-26,0,0.0,1.0,0.0,0.0
1,2731,21,URINE AND STOOL COLLECTION PAN,10.0,0.0,10.0,100,2019-11-26,2019-11-26,0,90.0,0.0,0.0,0.0
1,2731,33,GLOVES EXAM LG PF,1.0,0.0,1.0,1,2019-11-26,2019-11-26,0,0.0,1.0,0.0,0.0
1,2731,33,GLOVES EXAM LG PF,1.0,0.0,1.0,1,2019-11-26,2019-11-26,0,0.0,1.0,0.0,0.0
2,2732,196517,"Boise(R) X-9(R) Multi-Use Copy Paper, Letter Size (8 1/2 x 1",1.0,0.0,1.0,1,2019-11-26,2019-11-26,0,0.0,1.0,0.0,0.0
1,2733,1022,GLOVES EXAM LG PF,1.0,0.0,1.0,1,2019-11-26,2019-11-26,0,0.0,1.0,0.0,0.0
1,2730,RS123,Rolling Stool,1.0,0.0,1.0,1,2019-11-29,2019-11-26,3,0.0,1.0,0.0,0.0
1,2730,10001,USB Cable,1.0,0.0,1.0,1,2019-11-29,2019-11-26,3,0.0,1.0,0.0,0.0
8,2734,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-11-29,2019-11-27,2,0.0,1.0,0.0,0.0
6,2735,CT100,scanner,1.0,0.0,1.0,1,2019-11-29,2019-11-27,2,0.0,1.0,0.0,0.0
1,2737,21,URINE AND STOOL COLLECTION PAN,20.0,0.0,20.0,20,2019-11-28,2019-11-27,1,0.0,1.0,0.0,0.0
8,2741,ZIM-900,SCREW BN CANC TI FT 6.5 X 25 modified,1.0,0.0,1.0,1,2019-12-03,2019-12-03,0,0.0,1.0,0.0,0.0
1,2739,CNE0022BR,Heavy Duty Quad Cane,1.0,0.0,1.0,1,2019-11-30,2019-12-03,-3,0.0,1.0,0.0,0.0
1,2739,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2019-11-30,2019-12-03,-3,0.0,1.0,0.0,0.0
8,2742,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-12-10,2019-12-03,7,0.0,1.0,0.0,0.0
8,2743,10,SCREW BN CANC TI FT 6.5 X 30,1.0,0.0,1.0,1,2019-12-03,2019-12-03,0,0.0,1.0,0.0,0.0
8,2743,21,URINE AND STOOL COLLECTION PAN,100.0,0.0,100.0,100,2019-12-03,2019-12-03,0,0.0,1.0,0.0,0.0
8,2744,9,SCREW BN CANC TI FT 6.5 X 25,1.0,0.0,1.0,1,2019-12-04,2019-12-03,1,0.0,1.0,0.0,0.0
8,2748,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-12-12,2019-12-05,7,0.0,1.0,0.0,0.0
8,2748,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2019-12-12,2019-12-05,7,0.0,1.0,0.0,0.0
5,2754,45678,Bovie Pencil,2.0,0.0,2.0,2,2019-12-06,2019-12-06,0,0.0,1.0,0.0,0.0
5,2755,7,Pacemaker Kappa 7500,1.0,0.0,1.0,1,2019-12-06,2019-12-06,0,0.0,1.0,0.0,0.0
7,2757,45678,Bovie Pencil,6.0,0.0,6.0,6,2019-12-06,2019-12-06,0,0.0,1.0,0.0,0.0
7,2756,45678,Bovie Pencil,3.0,0.0,3.0,3,2019-12-06,2019-12-06,0,0.0,1.0,0.0,0.0
7,2758,45678,Bovie Pencil,2.0,0.0,2.0,2,2019-12-10,2019-12-10,0,0.0,1.0,0.0,0.0
8,2759,21,URINE AND STOOL COLLECTION PAN,2.0,0.0,2.0,2,2019-12-18,2019-12-17,1,0.0,1.0,0.0,0.0
1,2760,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2019-12-18,2019-12-18,0,0.0,1.0,0.0,0.0
1,2761,100,GLOVES EXAM MED PF,5.0,0.0,5.0,2,2019-12-20,2019-12-19,1,-3.0,0.4,0.0,0.0
1,2763,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2019-12-19,2019-12-19,0,0.0,1.0,0.0,0.0
7,2764,45678,Bovie Pencil,1.0,0.0,1.0,1,2019-12-19,2019-12-19,0,0.0,1.0,0.0,0.0
1,2761,100,GLOVES EXAM MED PF,5.0,0.0,5.0,30,2019-12-20,2019-12-20,0,25.0,0.4444444444444444,0.0,0.0
1,2766,21,URINE AND STOOL COLLECTION PAN,100.0,0.0,100.0,100,2019-12-23,2019-12-23,0,0.0,1.0,0.0,0.0
1,2766,21,URINE AND STOOL COLLECTION PAN,100.0,0.0,100.0,20,2019-12-23,2019-12-23,0,-80.0,0.2,0.0,0.0
5,2767,7,Pacemaker Kappa 7500,4.0,0.0,4.0,4,2019-12-23,2019-12-23,0,0.0,1.0,0.0,0.0
1,2768,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2019-12-23,2019-12-23,0,0.0,1.0,0.0,0.0
7,2770,45678,Bovie Pencil,1.0,0.0,1.0,1,2019-12-26,2019-12-26,0,0.0,1.0,0.0,0.0
7,2771,45678,Bovie Pencil,1.0,0.0,1.0,1,2019-12-27,2019-12-27,0,0.0,1.0,0.0,0.0
7,2772,45678,Bovie Pencil,1.0,0.0,1.0,1,2019-12-30,2019-12-30,0,0.0,1.0,0.0,0.0
1,2773,21,URINE AND STOOL COLLECTION PAN,5.0,0.0,5.0,5,2019-12-30,2019-12-30,0,0.0,1.0,0.0,0.0
8,2776,29,STEM HIP FITMORE  A SIZE 6,2.0,0.0,2.0,1,2020-01-15,2020-01-07,8,-1.0,0.5,0.0,0.0
8,2778,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,1,2020-01-24,2020-01-07,17,0.0,1.0,0.0,0.0
1,2779,21,URINE AND STOOL COLLECTION PAN,1.0,0.0,1.0,1,2020-01-08,2020-01-08,0,0.0,1.0,0.0,0.0
1,2780,21,URINE AND STOOL COLLECTION PAN,1.0,0.0,1.0,1,2020-01-08,2020-01-08,0,0.0,1.0,0.0,0.0
8,2778,29,STEM HIP FITMORE  A SIZE 6,1.0,0.0,1.0,0,2020-01-24,2020-01-08,16,-1.0,0.0,0.0,
2,2781,452913,"Scotch(R) Magic(TM) 812 Greener Invisible Tape, 3/4 x 900, P",1.0,0.0,1.0,1,2020-01-09,2020-01-09,0,0.0,1.0,0.0,0.0
2,2781,720461,"Office Depot(R) Brand Transparent Plastic Ruler For Binders,",1.0,0.0,1.0,1,2020-01-09,2020-01-09,0,0.0,1.0,0.0,0.0
2,2777,452913,"Scotch(R) Magic(TM) 812 Greener Invisible Tape, 3/4 x 900, P",1.0,0.0,1.0,1,2020-01-07,2020-01-09,-2,0.0,1.0,0.0,0.0
2,2777,720461,"Office Depot(R) Brand Transparent Plastic Ruler For Binders,",1.0,0.0,1.0,1,2020-01-07,2020-01-09,-2,0.0,1.0,0.0,0.0
